CrashId,Date Of Crash,Period,Crash Severity Text Format,Most Severe Injury Text Format,Number Of Motor Vehicles,Road Description,Manner of Crash / Collision Impact Text Format,Weather Condition Text Format,Latitude,Longitude,NearestSpeedhump,NearestSpeedhumpDistance,NearestSpeedhumpInstallDate
501171,2018-03-22,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Clear,41.77605700,-72.66812300,F,2376.652761301986,
501712,2018-03-22,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,"Sideswipe, same direction",Snow,41.79159300,-72.65581400,O,3214.706979046834,Several years ago
501716,2018-03-22,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.77071100,-72.68171400,P,1877.3185608739182,Oct-18
501719,2018-03-22,2017/2018,Property Damage Only,No Apparent Injury (O),2,598-W,Front to rear,Rain,41.76117400,-72.66883400,O,1816.1681229717951,Several years ago
501724,2018-03-22,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,"Sideswipe, same direction",Clear,41.77110400,-72.66874200,F,3274.9835595905834,
501743,2018-03-22,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,"Sideswipe, same direction",Clear,41.77104200,-72.67815700,F,1798.2376801360128,
501749,2018-03-22,2017/2018,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),3,84-E,Front to rear,Clear,41.76564600,-72.68902700,F,1503.977556313228,
501759,2018-03-22,2017/2018,Property Damage Only,No Apparent Injury (O),2,503-W,"Sideswipe, same direction",Clear,41.76206300,-72.70526300,P,756.6361206850937,Oct-18
501766,2018-03-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Clear,41.78677000,-72.65791100,P,3828.49594296467,Oct-18
501768,2018-03-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,"Sideswipe, same direction",Clear,41.76291800,-72.69602200,P,853.2090495053484,Oct-18
501769,2018-03-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.77004000,-72.68222300,P,2041.1890131244322,Oct-18
501777,2018-03-23,2017/2018,Property Damage Only,No Apparent Injury (O),3,91-S-703,Front to rear,Clear,41.78308700,-72.66111800,P,3241.464725193955,May-19
501788,2018-03-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.77084695,-72.68031094,F,1854.2297013145037,
501791,2018-03-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,SISSON AV,Front to rear,Clear,41.76196100,-72.70677800,P,501.6065738427756,Oct-18
501825,2018-03-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.76531300,-72.69011300,F,1578.062073721993,
501827,2018-03-23,2017/2018,Property Damage Only,No Apparent Injury (O),1,91-S,Not Applicable,Clear,41.79180800,-72.65570900,O,3176.2525483023396,Several years ago
501829,2018-03-23,2017/2018,Property Damage Only,No Apparent Injury (O),1,84-E,Not Applicable,Clear,41.76558500,-72.68924300,F,1511.7529255698068,
501832,2018-03-24,2017/2018,Property Damage Only,No Apparent Injury (O),1,84-E-823,Not Applicable,Clear,41.75784500,-72.70069600,O,583.2103206054165,Several years ago
501844,2018-03-24,2017/2018,Property Damage Only,No Apparent Injury (O),3,91-N,Front to rear,Clear,41.74332500,-72.66234100,F,1770.0644793492197,
501852,2018-03-24,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Clear,41.74438300,-72.66159000,F,1948.2184072558828,
501853,2018-03-24,2017/2018,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,84-W,Front to rear,Clear,41.77022100,-72.68232000,P,1970.1242727795798,Oct-18
501872,2018-03-24,2017/2018,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,91-N,"Sideswipe, same direction",Clear,41.75843300,-72.66370200,O,2673.371603471678,Several years ago
502177,2017-05-21,2016/2017,Fatal (Kill),Fatal Injury (K),1,nan,Not Applicable,Clear,41.79150800,-72.69355400,P,985.372197587599,Oct-18
502366,2018-03-25,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.76947100,-72.68264400,F,2125.4165142168313,
502378,2018-03-25,2017/2018,Property Damage Only,No Apparent Injury (O),3,91-N,Front to rear,Clear,41.74087900,-72.66338800,F,1855.1537184248914,
502381,2018-03-25,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.76348100,-72.69524100,P,828.8822718737541,Oct-18
502396,2018-03-25,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),1,91-S-165,Not Applicable,Clear,41.78803400,-72.65923700,P,3245.543225608318,Oct-18
502435,2018-03-26,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),3,2-W,Front to rear,Clear,41.76561700,-72.66866000,O,3208.316403120038,Several years ago
502444,2018-03-26,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.75005400,-72.70654000,P,621.8174657175894,Oct-18
502490,2018-03-27,2017/2018,Property Damage Only,No Apparent Injury (O),1,84-E,Not Applicable,Clear,41.75138400,-72.70287500,P,699.2821800809229,Oct-18
502506,2018-03-27,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.76528500,-72.69016900,F,1587.4860125317323,
502507,2018-03-27,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Clear,41.79142400,-72.65577700,O,3267.5076663190853,Several years ago
502508,2018-03-27,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Clear,41.78861800,-72.65698300,P,3569.148480713319,Oct-18
502518,2018-04-25,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),3,91-S,"Sideswipe, same direction",Rain,41.79409000,-72.65530000,O,2724.376660348156,Several years ago
502676,2018-03-29,2017/2018,Property Damage Only,No Apparent Injury (O),2,nan,Rear to rear,Clear,41.76534000,-72.68538000,P,2043.9429401806128,Oct-18
502929,2018-03-27,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.74958600,-72.71230400,P,1777.8572427591598,Oct-18
502959,2018-03-28,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S-166,Rear to side,Clear,41.74131200,-72.66397400,F,1655.0644902477081,
502965,2018-03-28,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,84-E,Front to rear,Clear,41.76535600,-72.69019100,F,1561.3763424489416,
502969,2018-03-28,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,84-E-823,Front to rear,Clear,41.76135643,-72.70010320,P,888.1326605335771,Oct-18
502973,2018-03-28,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.77000800,-72.68265200,P,2012.3576402332385,Oct-18
502986,2018-03-28,2017/2018,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),1,91-S,Not Applicable,Clear,41.77855700,-72.66602900,P,2358.354357644613,May-19
502991,2018-03-29,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Clear,41.73061500,-72.66089200,P,2472.1267341213957,Oct-18
502998,2018-03-29,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,"Sideswipe, same direction",Cloudy,41.75704000,-72.66236200,O,2688.079075732425,Several years ago
503002,2018-03-29,2017/2018,Property Damage Only,No Apparent Injury (O),3,91-N,"Sideswipe, same direction",Clear,41.74666600,-72.65974400,O,2174.4134107573304,Several years ago
503003,2018-03-29,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.76557300,-72.68929100,F,1513.2764899517776,
503022,2018-04-09,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,503-W,Front to rear,Clear,41.76214200,-72.70489300,P,746.1416757525103,Oct-18
503030,2018-04-22,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,"Sideswipe, same direction",Clear,41.75588100,-72.66106100,O,2482.8663228229816,Several years ago
503516,2018-03-03,2017/2018,Property Damage Only,No Apparent Injury (O),2,503-W,Front to rear,Clear,41.76189300,-72.70624300,P,648.9648830672963,Oct-18
503533,2018-03-29,2017/2018,Property Damage Only,No Apparent Injury (O),2,COLUMBUS BLVD,"Sideswipe, same direction",Cloudy,41.76545800,-72.66913700,O,3104.017634150115,Several years ago
503541,2018-03-29,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.75513000,-72.70056700,F,934.0513040525999,
503543,2018-03-29,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Clear,41.79332100,-72.65541800,O,2861.4313055877433,Several years ago
503556,2018-03-29,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,"Sideswipe, same direction",Clear,41.77022700,-72.68230900,P,1969.1913881605637,Oct-18
503570,2018-03-30,2017/2018,Property Damage Only,No Apparent Injury (O),1,91-S,Not Applicable,Rain,41.75373100,-72.65933000,O,2254.29874691609,Several years ago
503572,2018-03-30,2017/2018,Property Damage Only,No Apparent Injury (O),3,91-N,Front to rear,Rain,41.74258900,-72.66264200,F,1759.0151079182804,
503593,2018-03-30,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,84-W,Front to rear,Cloudy,41.76967600,-72.67104500,F,3207.6451977180977,
503684,2018-03-31,2017/2018,Property Damage Only,No Apparent Injury (O),1,91-S-840,Not Applicable,Clear,41.76919300,-72.66823400,F,3844.159259404935,
503694,2018-04-01,2017/2018,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,84-E,Front to rear,Clear,41.76954800,-72.68260700,F,2134.894173747939,
503706,2018-04-01,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Cloudy,41.75430200,-72.65927900,O,2389.2315719497637,Several years ago
503722,2018-04-01,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Clear,41.74898500,-72.65821800,O,2208.111203634514,Several years ago
503729,2018-04-01,2017/2018,Property Damage Only,No Apparent Injury (O),4,91-N,Front to rear,Clear,41.74259000,-72.66266700,F,1752.4574671257742,
504087,2017-11-21,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),1,MAIN ST NO 1,Not Applicable,Clear,41.77644300,-72.67673300,F,395.3303026089177,
504088,2017-11-29,2017/2018,Property Damage Only,No Apparent Injury (O),2,PARK TER,"Sideswipe, same direction",Clear,41.75907400,-72.69332700,P,759.6183061809618,Oct-18
504476,2018-04-02,2017/2018,Property Damage Only,No Apparent Injury (O),3,91-N,Front to rear,Clear,41.73234800,-72.66264300,F,2223.190930570987,
504481,2018-04-02,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,91-N,Front to rear,Clear,41.79539800,-72.65459500,O,2673.4821598804297,Several years ago
504513,2018-04-03,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Clear,41.73953600,-72.66389200,F,1953.1392479952426,
504517,2018-04-03,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W-115,Front to rear,Clear,41.76454900,-72.69374900,P,954.9187760062421,Oct-18
504542,2018-04-03,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Rain,41.78847600,-72.65711500,P,3571.4686614521866,Oct-18
504545,2018-04-03,2017/2018,Property Damage Only,No Apparent Injury (O),2,2-W,"Sideswipe, same direction",Rain,41.76558700,-72.66840400,O,3227.3911860977855,Several years ago
504547,2018-04-03,2017/2018,Property Damage Only,No Apparent Injury (O),2,15-N,Front to rear,Rain,41.74483700,-72.66065200,F,2215.5836490314696,
504548,2018-04-03,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,"Sideswipe, same direction",Rain,41.73014200,-72.66026600,P,2592.726286060536,Oct-18
504552,2018-04-03,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Rain,41.77037700,-72.67703800,F,2108.9648461343704,
504563,2018-04-04,2017/2018,Property Damage Only,No Apparent Injury (O),1,84-E,Not Applicable,Rain,41.76165900,-72.69760500,P,941.9889113227206,Oct-18
504570,2018-04-04,2017/2018,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),3,91-S,"Sideswipe, same direction",Rain,41.73050800,-72.66104300,P,2421.2766372861906,Oct-18
504571,2018-04-04,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W-231,Front to rear,Rain,41.77062200,-72.67696500,F,2030.5328091204865,
504575,2018-04-04,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Rain,41.76626100,-72.68662000,F,1610.8635440624591,
504591,2018-04-04,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.76523800,-72.69030500,F,1603.3649222835597,
504993,2018-03-09,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,84-E,Front to rear,Clear,41.77099800,-72.67972300,F,1784.5210541350611,
504994,2018-03-11,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E-839,Front to rear,Clear,41.76946700,-72.67083800,F,3302.451124055403,
504997,2018-03-13,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,84-W,Other,Snow,41.75208400,-72.70253500,P,761.8311108587254,Oct-18
505003,2018-03-23,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),4,84-E,Front to rear,Clear,41.77091500,-72.67959600,F,1813.350882975214,
505004,2018-03-24,2017/2018,Property Damage Only,No Apparent Injury (O),1,84-W,Not Applicable,Clear,41.77001500,-72.68253200,P,2020.445634142128,Oct-18
505005,2018-03-25,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,84-E-190,Front to rear,Clear,41.76605271,-72.68645020,F,1698.7889060059154,
505008,2018-04-02,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,15-N,Other,Clear,41.75243000,-72.65476000,O,3206.9361636472936,Several years ago
505010,2018-04-04,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S-839,"Sideswipe, same direction",Clear,41.76565000,-72.66912000,O,3170.6324245251285,Several years ago
505043,2018-04-04,2017/2018,Property Damage Only,No Apparent Injury (O),2,15-N,Front to rear,Clear,41.75269500,-72.65445700,O,3311.9541703042396,Several years ago
505059,2018-04-05,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,"Sideswipe, same direction",Clear,41.76586200,-72.68912300,F,1421.2015944304055,
505070,2018-04-05,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.76451246,-72.69378093,P,950.3441712848538,Oct-18
505368,2017-11-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,BROAD ST,Angle,Clear,41.76600600,-72.68641300,F,1718.3677302890956,
505501,2018-04-05,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.76529700,-72.69015000,F,1583.361089020026,
505502,2018-04-05,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.76524700,-72.69023500,F,1600.6134656992522,
505533,2018-04-06,2017/2018,Property Damage Only,No Apparent Injury (O),1,503-W,Not Applicable,Clear,41.76214200,-72.70489300,P,746.1416757525103,Oct-18
505538,2018-04-06,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.74953400,-72.71180900,P,1654.9032826472956,Oct-18
505553,2018-04-06,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Snow,41.77101650,-72.67990331,F,1780.941180423085,
505557,2018-04-06,2017/2018,Property Damage Only,No Apparent Injury (O),1,84-W,Not Applicable,Snow,41.77099300,-72.68096600,F,1834.8447188896546,
505575,2018-04-06,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,JENNINGS RD,Front to rear,Snow,41.78709400,-72.65621700,P,4079.805760986256,Oct-18
505603,2018-04-06,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.75348700,-72.70106800,P,1046.894829440674,Oct-18
505620,2018-04-06,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,"Sideswipe, same direction",Clear,41.76959900,-72.66979700,F,3444.922824492845,
505636,2018-04-06,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,"Sideswipe, same direction",Clear,41.77112500,-72.67870700,F,1746.1129517945105,
505653,2018-04-07,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S-839,Front to rear,Clear,41.76565000,-72.66918300,O,3164.2949152185024,Several years ago
505667,2018-04-07,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.76466700,-72.69223200,P,1349.8233937776145,Oct-18
505753,2018-04-06,2017/2018,Property Damage Only,No Apparent Injury (O),2,200 Bloomfield Ave,Rear to side,Clear,41.79827000,-72.71404600,P,2344.7049512282674,Oct-18
505915,2018-04-07,2017/2018,Property Damage Only,No Apparent Injury (O),1,15-N,Not Applicable,Clear,41.73299600,-72.66389800,F,1937.532374692296,
505938,2018-04-08,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,91-N,"Sideswipe, same direction",Cloudy,41.78121500,-72.66244100,P,2984.7779752177325,May-19
505939,2018-04-08,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.77016500,-72.68201700,P,2020.565912196366,Oct-18
505969,2018-04-09,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,84-E,"Sideswipe, same direction",Clear,41.76523800,-72.69048300,F,1603.0509244958255,
505971,2018-04-09,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.75588800,-72.70054000,F,756.7395553535913,
505976,2018-04-09,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N-858,Front to rear,Clear,41.76967700,-72.66866700,F,3635.913950461346,
505978,2018-04-09,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Clear,41.77986600,-72.66446700,P,2542.2209377813797,May-19
506461,2018-04-10,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Rain,41.77124400,-72.67930200,F,1692.8245735128723,
506468,2018-04-10,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S-166,Front to rear,Rain,41.73873900,-72.66509000,F,1894.3552163720283,
506477,2018-04-10,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Clear,41.74659400,-72.65975500,O,2187.7803974778626,Several years ago
506483,2018-04-10,2017/2018,Property Damage Only,No Apparent Injury (O),3,15-N,Front to rear,Clear,41.73429800,-72.66355100,F,2204.269440337846,
506498,2018-04-10,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.75001300,-72.71148300,P,1527.7982654421708,Oct-18
506532,2018-04-11,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.76982900,-72.67294200,F,2824.002605320232,
506562,2018-04-11,2017/2018,Property Damage Only,No Apparent Injury (O),1,84-W,Not Applicable,Clear,41.76953700,-72.66656700,F,4095.4884242328594,
506567,2018-04-11,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E-823,"Sideswipe, same direction",Clear,41.76054943,-72.69988655,P,864.8187769088786,Oct-18
506568,2018-04-11,2017/2018,Property Damage Only,No Apparent Injury (O),3,84-W,"Sideswipe, same direction",Clear,41.76959000,-72.66980100,F,3446.6644554139025,
506570,2018-04-12,2017/2018,Property Damage Only,No Apparent Injury (O),3,84-W,Front to rear,Clear,41.77110400,-72.67860700,F,1756.849725194639,
506602,2018-04-12,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.77102100,-72.67914700,F,1775.1849649269009,
506612,2018-04-12,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.76934800,-72.66794700,F,3860.22339907655,
506613,2018-04-12,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Clear,41.74615900,-72.66128400,O,1987.888021410329,Several years ago
506639,2018-04-13,2017/2018,Property Damage Only,No Apparent Injury (O),1,91-S,Not Applicable,Clear,41.76918200,-72.66864500,F,3769.0802128997284,
506642,2018-04-13,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.76434600,-72.69349100,P,1044.2731500157452,Oct-18
506644,2018-05-08,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E-823,Front to rear,Clear,41.76054943,-72.69988655,P,864.8187769088786,Oct-18
506765,2018-04-13,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,PROSPECT AV,Angle,Clear,41.75110600,-72.71504700,P,2134.6477439906735,Oct-18
507287,2018-03-09,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),3,84-W,Front to rear,Clear,41.76964300,-72.67033800,F,3336.864122576071,
507310,2018-04-13,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.75209300,-72.70201100,P,668.042578169809,Oct-18
507313,2018-04-13,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.75906037,-72.70025618,O,612.2330043575245,Several years ago
507332,2018-04-13,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,84-E,Front to rear,Clear,41.76560800,-72.68916100,F,1508.5521182575662,
507392,2018-04-14,2017/2018,Property Damage Only,No Apparent Injury (O),3,91-S,Front to rear,Clear,41.79229100,-72.65562200,O,3067.13116371047,Several years ago
508014,2018-04-14,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,"Sideswipe, same direction",Clear,41.76720800,-72.68510600,F,1701.326702789987,
508033,2018-04-15,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Cloudy,41.73210200,-72.66268000,F,2202.4092682269743,
508101,2018-04-16,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,"Sideswipe, same direction",Blowing Snow,41.80103500,-72.65589200,O,2365.0405666445704,Several years ago
508107,2018-04-16,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Freezing Rain or Freezing Drizzle,41.78465400,-72.65955200,P,3528.8004726591053,May-19
508223,2018-04-17,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.76863900,-72.68351900,F,1920.6138855785996,
508233,2018-04-17,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Cloudy,41.74517700,-72.66094200,F,2154.160752333602,
508235,2018-04-17,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.76980900,-72.67359800,F,2721.995916480621,
508236,2018-04-17,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.76399600,-72.69398200,P,972.6727849762914,Oct-18
508605,2018-04-21,2017/2018,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,CAMPFIELD AV,Front to front,Clear,41.73447000,-72.68133200,O,684.3751416867332,Several years ago
508846,2018-04-18,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.75605800,-72.70056500,F,718.1719897355792,
508861,2018-04-18,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Cloudy,41.77421100,-72.66819200,F,2832.5487452553944,
508877,2018-04-18,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,84-E,Front to rear,Clear,41.77102600,-72.67949500,F,1772.2834154457582,
508891,2018-04-18,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.76946100,-72.66589700,F,4255.104186300931,
508935,2018-04-19,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Clear,41.74104900,-72.66358200,F,1785.262525630076,
508936,2018-04-19,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Front to rear,Rain,41.80353700,-72.65734500,O,2608.665517829578,Several years ago
508943,2018-04-19,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,Front to rear,Clear,41.77250600,-72.66888600,F,2950.443740385968,
508964,2018-04-20,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.76639400,-72.68616100,F,1659.5477617486627,
508990,2018-04-20,2017/2018,Property Damage Only,No Apparent Injury (O),1,15-N,Not Applicable,Clear,41.74141800,-72.66159500,F,2191.672898585395,
509047,2018-04-21,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,91-S,"Sideswipe, same direction",Clear,41.78608600,-72.65943000,P,3505.6870416234347,May-19
509073,2018-04-21,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S-164,Front to rear,Clear,41.78825400,-72.65913800,P,3207.590592310168,Oct-18
509087,2018-04-21,2017/2018,Property Damage Only,No Apparent Injury (O),1,84-W,Not Applicable,Clear,41.76626100,-72.68765600,F,1444.6222045292138,
509092,2018-04-21,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.75594900,-72.70060300,F,730.1396938547863,
509094,2018-04-21,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.75034900,-72.70404200,P,561.8421089970282,Oct-18
509096,2018-04-21,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,"Sideswipe, same direction",Clear,41.77092900,-72.68059300,F,1836.7257558643112,
509499,2018-02-19,2017/2018,Fatal (Kill),Fatal Injury (K),3,ZION ST NO 1,Angle,Clear,41.75610200,-72.69212500,P,1213.014664090346,Oct-18
509699,2018-03-15,2017/2018,Property Damage Only,No Apparent Injury (O),2,15-S,Front to rear,Clear,41.73734900,-72.66293400,O,2494.8693866925823,Several years ago
509707,2018-04-18,2017/2018,Property Damage Only,No Apparent Injury (O),1,84-E,Not Applicable,Clear,41.75703800,-72.70063200,F,603.5517284227501,
509756,2018-04-22,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,"Sideswipe, same direction",Clear,41.76348800,-72.69523100,P,828.5627922543092,Oct-18
509785,2018-04-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.76560300,-72.68907400,F,1515.950252368363,
509802,2018-04-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-E,Front to rear,Clear,41.74967000,-72.71248700,P,1809.1218782950027,Oct-18
509807,2018-04-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,Front to rear,Clear,41.77118700,-72.68022500,F,1728.299285239783,
509815,2018-04-23,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-N,Not Applicable,Clear,41.72952700,-72.65937300,P,2794.977269054784,Oct-18
509837,2018-04-23,2017/2018,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),3,84-W,Front to rear,Clear,41.76339200,-72.69535700,P,836.1306074027218,Oct-18
509860,2018-04-24,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,503-W,Front to rear,Clear,41.76214200,-72.70489300,P,746.1416757525103,Oct-18
509862,2018-04-24,2017/2018,Property Damage Only,No Apparent Injury (O),2,91-S,"Sideswipe, same direction",Clear,41.79320600,-72.65541800,O,2887.48917942034,Several years ago
509865,2018-04-24,2017/2018,Property Damage Only,No Apparent Injury (O),2,84-W,"Sideswipe, same direction",Clear,41.76984700,-72.67419600,F,2618.92986396812,
509874,2018-04-24,2017/2018,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),3,84-W,Front to rear,Clear,41.76962900,-72.66550000,F,4303.738828563227,
